truck_id,fleet_id,unit_number,make,model,year,plate,vin_stub,mpg,fuel_cost_per_gallon,driver_pay_per_mile,maintenance_cost_per_mile,fixed_cost_per_month,estimated_fuel_cost_per_mile,estimated_total_cost_per_mile,odometer_miles,avg_daily_miles,status,created_at
T0939,1055,1055-939,Freightliner,Cascadia,2012,MA-180V94,TRAVECTIO00939VIN,7.17,3.68,0.79,0.14,2019.6,0.513,1.645,443044,243,shop,2025-09-11
T0940,1073,1073-940,International,LT,2011,NV-977R15,TRAVECTIO00940VIN,7.3,4.62,0.76,0.22,3316.88,0.633,1.945,236324,515,shop,2025-09-11
T0941,1107,1107-941,Kenworth,T680,2020,VA-604S45,TRAVECTIO00941VIN,7.42,3.83,0.72,0.16,2694.87,0.516,1.665,507040,284,shop,2025-09-11
T0942,1118,1118-942,Peterbilt,579,2023,MA-623I60,TRAVECTIO00942VIN,7.62,3.63,0.64,0.22,1779.98,0.476,1.514,375986,258,active,2025-09-11
T0943,1091,1091-943,International,LT,2013,GA-638Z64,TRAVECTIO00943VIN,6.32,3.99,0.61,0.29,1727.61,0.631,1.704,346732,350,shop,2025-09-11
T0944,1051,1051-944,International,LT,2011,MO-455M97,TRAVECTIO00944VIN,6.51,3.85,0.86,0.16,2448.54,0.591,1.856,301622,494,active,2025-09-11
T0945,1051,1051-945,Volvo,VNL,2012,AZ-630O50,TRAVECTIO00945VIN,6.72,4.61,0.77,0.28,1301.77,0.686,1.866,407608,359,active,2025-09-11
T0946,1088,1088-946,Freightliner,Cascadia,2021,TX-488S22,TRAVECTIO00946VIN,7.04,3.8,0.71,0.15,2075.17,0.54,1.608,597462,421,active,2025-09-11
T0947,1033,1033-947,Kenworth,T680,2020,NY-365F80,TRAVECTIO00947VIN,7.0,4.28,0.66,0.15,2094.26,0.611,1.63,450213,284,active,2025-09-11
T0948,1011,1011-948,Peterbilt,579,2015,IL-727K56,TRAVECTIO00948VIN,6.4,3.82,0.42,0.17,3049.82,0.597,1.492,657083,390,active,2025-09-11
T0949,1045,1045-949,Volvo,VNL,2017,TX-529W57,TRAVECTIO00949VIN,7.4,4.03,0.48,0.19,1933.07,0.545,1.408,356927,307,active,2025-09-11
T0950,1035,1035-950,Volvo,VNL,2015,IN-284S26,TRAVECTIO00950VIN,6.4,4.61,0.78,0.16,3161.94,0.72,1.976,308732,422,standby,2025-09-11
T0951,1035,1035-951,Mack,Anthem,2014,NM-202X44,TRAVECTIO00951VIN,8.23,3.91,0.83,0.23,1248.4,0.475,1.66,259698,395,active,2025-09-11
T0952,1033,1033-952,International,LT,2017,NY-490G28,TRAVECTIO00952VIN,7.16,3.97,0.87,0.16,1883.69,0.554,1.772,271777,195,active,2025-09-11
T0953,1002,1002-953,Volvo,VNL,2023,FL-280N73,TRAVECTIO00953VIN,7.81,4.22,0.7,0.15,2235.19,0.54,1.614,320911,341,active,2025-09-11
T0954,1001,1001-954,Mack,Anthem,2019,WI-837K72,TRAVECTIO00954VIN,5.1,3.74,0.82,0.18,2075.62,0.733,1.941,545390,501,active,2025-09-11
T0955,1118,1118-955,Kenworth,T680,2019,NY-681B60,TRAVECTIO00955VIN,7.65,4.16,0.63,0.22,2204.75,0.544,1.614,651569,410,active,2025-09-11
T0956,1052,1052-956,Mack,Anthem,2013,GA-320I70,TRAVECTIO00956VIN,8.33,3.47,0.85,0.19,1738.33,0.417,1.631,607653,378,active,2025-09-11
T0957,1050,1050-957,Volvo,VNL,2022,VA-366L56,TRAVECTIO00957VIN,6.11,3.93,0.61,0.23,1586.93,0.643,1.642,554734,412,standby,2025-09-11
T0958,1080,1080-958,International,LT,2023,MS-452A62,TRAVECTIO00958VIN,5.42,3.87,0.89,0.15,1710.0,0.714,1.925,319710,382,active,2025-09-11
T0959,1030,1030-959,Kenworth,T680,2024,CO-720G83,TRAVECTIO00959VIN,6.29,4.52,0.58,0.07,1906.08,0.719,1.56,446305,329,standby,2025-09-11
T0960,1115,1115-960,Mack,Anthem,2021,WI-278Y46,TRAVECTIO00960VIN,5.66,4.42,0.75,0.25,2466.9,0.781,2.028,529504,305,active,2025-09-11
T0961,1093,1093-961,Kenworth,T680,2021,MO-599Y67,TRAVECTIO00961VIN,5.97,4.29,0.77,0.14,2358.55,0.719,1.865,522953,312,active,2025-09-11
T0962,1009,1009-962,Volvo,VNL,2020,AR-574U28,TRAVECTIO00962VIN,6.72,4.51,0.56,0.13,1935.67,0.671,1.555,569315,402,active,2025-09-11
T0963,1051,1051-963,Mack,Anthem,2023,MA-445N90,TRAVECTIO00963VIN,6.7,3.82,0.65,0.2,2394.14,0.57,1.659,362249,299,standby,2025-09-11
T0964,1107,1107-964,International,LT,2017,NY-173C30,TRAVECTIO00964VIN,6.29,3.87,0.78,-0.0,2180.47,0.615,1.613,353081,344,active,2025-09-11
T0965,1115,1115-965,Peterbilt,579,2016,VA-768J44,TRAVECTIO00965VIN,8.0,3.62,0.93,0.11,2265.12,0.453,1.72,497277,307,standby,2025-09-11
T0966,1053,1053-966,Mack,Anthem,2017,MS-555Y56,TRAVECTIO00966VIN,6.4,3.72,1.08,0.22,1907.26,0.581,2.072,582208,424,standby,2025-09-11
T0967,1070,1070-967,International,LT,2018,MI-271F12,TRAVECTIO00967VIN,5.51,4.14,0.65,0.23,2629.17,0.751,1.894,534520,546,active,2025-09-11
T0968,1020,1020-968,Mack,Anthem,2014,CO-357X99,TRAVECTIO00968VIN,6.47,3.62,0.92,0.09,2055.35,0.56,1.776,201794,388,active,2025-09-11
T0969,1118,1118-969,Peterbilt,579,2013,OH-205D18,TRAVECTIO00969VIN,6.45,4.0,0.68,0.09,2578.12,0.62,1.648,695337,290,shop,2025-09-11
T0970,1033,1033-970,International,LT,2011,FL-889M77,TRAVECTIO00970VIN,5.95,4.39,0.74,0.2,2046.2,0.738,1.883,580029,349,active,2025-09-11
T0971,1115,1115-971,Freightliner,Cascadia,2015,IA-259C93,TRAVECTIO00971VIN,8.02,3.25,0.65,0.25,2503.91,0.405,1.555,467045,319,shop,2025-09-11
T0972,1075,1075-972,Kenworth,T680,2014,LA-855J66,TRAVECTIO00972VIN,7.33,4.31,0.63,0.16,2456.76,0.588,1.624,449511,376,active,2025-09-11
T0973,1070,1070-973,Peterbilt,579,2019,NM-274A14,TRAVECTIO00973VIN,7.4,3.29,0.72,0.14,2333.73,0.445,1.538,360901,360,active,2025-09-11
T0974,1061,1061-974,Kenworth,T680,2024,IL-578R44,TRAVECTIO00974VIN,4.5,3.75,0.81,0.14,1849.67,0.833,1.968,424186,518,standby,2025-09-11
T0975,1033,1033-975,Volvo,VNL,2013,AZ-652F85,TRAVECTIO00975VIN,7.6,4.32,0.82,0.17,2000.05,0.568,1.758,426468,416,standby,2025-09-11
T0976,1022,1022-976,Volvo,VNL,2021,CA-751S65,TRAVECTIO00976VIN,6.32,4.52,0.82,0.25,2135.95,0.715,1.999,573798,253,standby,2025-09-11
T0977,1030,1030-977,Mack,Anthem,2021,WI-417L71,TRAVECTIO00977VIN,7.16,4.3,0.62,0.15,2556.75,0.601,1.627,569346,311,standby,2025-09-11
T0978,1024,1024-978,Peterbilt,579,2023,AL-552J56,TRAVECTIO00978VIN,6.56,4.55,0.66,0.14,2180.88,0.694,1.712,489926,260,shop,2025-09-11
T0979,1092,1092-979,Kenworth,T680,2013,AR-110A76,TRAVECTIO00979VIN,6.6,4.12,0.83,0.14,2719.66,0.624,1.866,591410,353,active,2025-09-11
T0980,1044,1044-980,Kenworth,T680,2015,IL-647A98,TRAVECTIO00980VIN,5.81,3.94,0.77,0.18,2775.27,0.678,1.906,646465,251,shop,2025-09-11
T0981,1007,1007-981,Volvo,VNL,2015,FL-884N47,TRAVECTIO00981VIN,5.77,3.43,0.77,0.26,2349.06,0.594,1.859,479217,343,standby,2025-09-11
T0982,1116,1116-982,Peterbilt,579,2023,FL-661L34,TRAVECTIO00982VIN,6.8,4.04,1.08,0.21,1531.3,0.594,2.037,475200,435,shop,2025-09-11
T0983,1108,1108-983,International,LT,2017,OH-355F92,TRAVECTIO00983VIN,7.37,3.95,0.82,0.2,1947.5,0.536,1.751,352813,507,shop,2025-09-11
T0984,1113,1113-984,Volvo,VNL,2014,MS-181N90,TRAVECTIO00984VIN,7.03,4.26,0.75,0.2,2756.77,0.606,1.832,547203,314,active,2025-09-11
T0985,1119,1119-985,International,LT,2023,UT-727Z98,TRAVECTIO00985VIN,6.84,4.04,1.03,0.11,1817.58,0.591,1.913,294227,498,active,2025-09-11
T0986,1022,1022-986,Kenworth,T680,2021,CA-644Z44,TRAVECTIO00986VIN,7.37,3.64,0.93,0.18,2442.92,0.494,1.848,761858,224,shop,2025-09-11
T0987,1050,1050-987,Peterbilt,579,2024,AL-286E47,TRAVECTIO00987VIN,7.36,4.41,0.73,0.17,2556.54,0.599,1.755,503297,453,active,2025-09-11
T0988,1090,1090-988,Mack,Anthem,2018,IA-563I99,TRAVECTIO00988VIN,7.28,4.36,0.72,0.13,1792.45,0.599,1.628,403666,471,standby,2025-09-11
T0989,1081,1081-989,Volvo,VNL,2014,VA-119E16,TRAVECTIO00989VIN,6.89,4.91,0.76,0.19,2277.36,0.713,1.891,373462,374,standby,2025-09-11
T0990,1017,1017-990,Freightliner,Cascadia,2013,NC-388I26,TRAVECTIO00990VIN,7.7,4.04,0.64,0.16,1882.62,0.525,1.513,458863,487,shop,2025-09-11
T0991,1097,1097-991,Mack,Anthem,2011,LA-192E11,TRAVECTIO00991VIN,5.73,3.89,0.53,0.14,2257.72,0.679,1.575,368413,308,shop,2025-09-11
T0992,1030,1030-992,Peterbilt,579,2016,MI-419Z73,TRAVECTIO00992VIN,6.95,3.94,0.8,0.27,1977.89,0.567,1.835,646710,206,active,2025-09-11
T0993,1030,1030-993,Volvo,VNL,2022,UT-132K20,TRAVECTIO00993VIN,7.26,3.94,0.7,0.19,2262.06,0.543,1.659,468168,327,active,2025-09-11
T0994,1064,1064-994,Freightliner,Cascadia,2015,NV-501C79,TRAVECTIO00994VIN,6.08,3.84,0.82,0.22,2293.7,0.632,1.901,390697,405,shop,2025-09-11
T0995,1069,1069-995,Peterbilt,579,2014,NJ-961I58,TRAVECTIO00995VIN,7.57,4.41,0.72,0.19,2176.47,0.583,1.711,312035,362,active,2025-09-11
T0996,1069,1069-996,Freightliner,Cascadia,2023,AZ-354M66,TRAVECTIO00996VIN,7.4,4.22,0.78,0.14,2091.89,0.57,1.699,534419,372,active,2025-09-11
T0997,1009,1009-997,Mack,Anthem,2011,TX-571X22,TRAVECTIO00997VIN,6.58,3.87,0.7,0.21,2174.84,0.588,1.715,402565,523,standby,2025-09-11
T0998,1107,1107-998,Mack,Anthem,2014,IL-498V49,TRAVECTIO00998VIN,7.97,3.69,0.67,0.16,2227.88,0.463,1.516,690291,352,active,2025-09-11
T0999,1034,1034-999,Peterbilt,579,2021,CA-143X80,TRAVECTIO00999VIN,7.09,4.19,0.65,0.12,1799.75,0.591,1.541,343683,123,standby,2025-09-11
T1000,1012,1012-000,Freightliner,Cascadia,2015,IL-753J35,TRAVECTIO01000VIN,7.24,4.72,0.58,0.15,2259.13,0.652,1.608,394934,288,active,2025-09-11
